Time stamp;Vehicle;Speed
2024-09-03 21:15;MOTORCYCLE;100
2024-09-03 21:22;MOTORCYCLE;66
2024-09-03 21:28;TRUCK;41
2024-09-03 21:33;MOTORCYCLE;64
2024-09-03 21:40;MOTORCYCLE;112
2024-09-03 21:43;CAR;35
2024-09-03 21:45;BUS;83
2024-09-03 21:51;TRUCK;30
2024-09-03 21:59;BUS;107
2024-09-03 22:04;CAR;112
2024-09-03 22:11;BUS;79
2024-09-03 22:12;CAR;60
2024-09-03 22:21;TRUCK;119
2024-09-03 22:25;BUS;34
2024-09-03 22:33;MOTORCYCLE;109
2024-09-03 22:34;CAR;63
2024-09-03 22:42;BUS;125
2024-09-03 22:49;TRUCK;104
2024-09-03 22:55;CAR;71
2024-09-03 22:58;TRUCK;119
2024-09-03 23:04;TRUCK;51
2024-09-03 23:09;MOTORCYCLE;62
2024-09-03 23:10;MOTORCYCLE;92
2024-09-03 23:16;MOTORCYCLE;36
2024-09-03 23:24;MOTORCYCLE;115
2024-09-03 23:26;MOTORCYCLE;119
2024-09-03 23:27;BUS;108
2024-09-03 23:35;CAR;70
2024-09-03 23:42;MOTORCYCLE;53
2024-09-03 23:48;TRUCK;109
2024-09-03 23:57;BUS;43
2024-09-04 00:06;BUS;83
2024-09-04 00:07;CAR;83
2024-09-04 00:14;MOTORCYCLE;82
2024-09-04 00:15;BUS;106
2024-09-04 00:19;BUS;88
2024-09-04 00:22;MOTORCYCLE;127
2024-09-04 00:28;BUS;104
2024-09-04 00:31;CAR;53
2024-09-04 00:40;MOTORCYCLE;88
2024-09-04 00:50;TRUCK;56
2024-09-04 00:57;BUS;74
2024-09-04 01:03;BUS;95
2024-09-04 01:13;TRUCK;98
2024-09-04 01:19;BUS;57
2024-09-04 01:24;TRUCK;63
2024-09-04 01:25;CAR;88
2024-09-04 01:33;TRUCK;55
2024-09-04 01:40;MOTORCYCLE;91
2024-09-04 01:46;BUS;31
2024-09-04 01:56;BUS;54
2024-09-04 02:02;MOTORCYCLE;70
2024-09-04 02:04;CAR;116
2024-09-04 02:12;BUS;124
2024-09-04 02:17;CAR;109
2024-09-04 02:25;BUS;78
2024-09-04 02:28;BUS;107
2024-09-04 02:37;CAR;49
2024-09-04 02:40;CAR;30
2024-09-04 02:50;MOTORCYCLE;70
2024-09-04 03:00;BUS;56
2024-09-04 03:06;CAR;92
2024-09-04 03:15;TRUCK;97
2024-09-04 03:23;BUS;92
2024-09-04 03:27;BUS;65
2024-09-04 03:29;BUS;81
2024-09-04 03:34;BUS;32
2024-09-04 03:35;CAR;122
2024-09-04 03:38;TRUCK;119
2024-09-04 03:42;MOTORCYCLE;48
2024-09-04 03:46;BUS;111
2024-09-04 03:47;CAR;63
2024-09-04 03:53;BUS;107
2024-09-04 04:00;TRUCK;123
2024-09-04 04:03;TRUCK;44
2024-09-04 04:05;TRUCK;78
2024-09-04 04:10;MOTORCYCLE;102
2024-09-04 04:12;TRUCK;56
2024-09-04 04:21;BUS;82
2024-09-04 04:28;CAR;89
2024-09-04 04:28;CAR;99
2024-09-04 04:36;BUS;107
2024-09-04 04:41;BUS;120
2024-09-04 04:45;MOTORCYCLE;36
2024-09-04 04:55;CAR;117
2024-09-04 04:57;CAR;84
2024-09-04 05:01;TRUCK;44
2024-09-04 05:09;TRUCK;87
2024-09-04 05:12;CAR;80
2024-09-04 05:14;CAR;48
2024-09-04 05:19;MOTORCYCLE;97
2024-09-04 05:22;BUS;55
2024-09-04 05:25;MOTORCYCLE;60
2024-09-04 05:26;MOTORCYCLE;49
2024-09-04 05:35;MOTORCYCLE;54
2024-09-04 05:39;MOTORCYCLE;69
2024-09-04 05:46;BUS;39
2024-09-04 05:48;TRUCK;88
2024-09-04 05:52;MOTORCYCLE;125
2024-09-04 06:00;TRUCK;105
2024-09-04 06:07;BUS;70
2024-09-04 06:15;TRUCK;52
2024-09-04 06:22;CAR;50
2024-09-04 06:26;CAR;59
2024-09-04 06:32;CAR;98
2024-09-04 06:41;TRUCK;65
2024-09-04 06:45;MOTORCYCLE;49
2024-09-04 06:52;CAR;90
2024-09-04 06:59;CAR;119
2024-09-04 07:03;BUS;87
2024-09-04 07:07;TRUCK;78
2024-09-04 07:15;TRUCK;101
2024-09-04 07:21;CAR;47
2024-09-04 07:25;MOTORCYCLE;120
2024-09-04 07:32;CAR;105
2024-09-04 07:37;CAR;123
2024-09-04 07:44;BUS;50
2024-09-04 07:44;MOTORCYCLE;92
2024-09-04 07:45;BUS;55
2024-09-04 07:50;MOTORCYCLE;79
2024-09-04 07:51;BUS;102
2024-09-04 07:59;CAR;34
2024-09-04 08:01;TRUCK;44
2024-09-04 08:09;CAR;79
2024-09-04 08:17;BUS;72
2024-09-04 08:25;TRUCK;37
2024-09-04 08:26;MOTORCYCLE;123
2024-09-04 08:29;BUS;40
2024-09-04 08:34;CAR;81
2024-09-04 08:42;BUS;37
2024-09-04 08:48;TRUCK;54
2024-09-04 08:49;TRUCK;53
2024-09-04 08:59;BUS;76
2024-09-04 09:07;TRUCK;119
2024-09-04 09:12;TRUCK;46
2024-09-04 09:21;TRUCK;85
2024-09-04 09:24;MOTORCYCLE;38
2024-09-04 09:33;MOTORCYCLE;50
2024-09-04 09:41;CAR;117
2024-09-04 09:48;BUS;80
2024-09-04 09:50;BUS;79
2024-09-04 09:51;BUS;49
2024-09-04 09:56;MOTORCYCLE;111
2024-09-04 10:00;CAR;76
2024-09-04 10:02;TRUCK;78
2024-09-04 10:04;CAR;44
2024-09-04 10:08;CAR;106
2024-09-04 10:13;CAR;80
2024-09-04 10:19;TRUCK;100
2024-09-04 10:23;MOTORCYCLE;90
2024-09-04 10:32;MOTORCYCLE;92
2024-09-04 10:38;MOTORCYCLE;71
2024-09-04 10:43;CAR;90
2024-09-04 10:50;CAR;39
2024-09-04 10:52;TRUCK;66
2024-09-04 10:56;BUS;111
2024-09-04 11:00;TRUCK;90
2024-09-04 11:04;MOTORCYCLE;96
2024-09-04 11:05;TRUCK;48
2024-09-04 11:15;MOTORCYCLE;104
2024-09-04 11:16;BUS;72
2024-09-04 11:17;BUS;57
2024-09-04 11:22;TRUCK;36
2024-09-04 11:29;MOTORCYCLE;94
2024-09-04 11:35;TRUCK;120
2024-09-04 11:40;BUS;118
2024-09-04 11:48;MOTORCYCLE;114
2024-09-04 11:56;MOTORCYCLE;81
2024-09-04 11:58;MOTORCYCLE;82
2024-09-04 12:05;BUS;35
2024-09-04 12:09;TRUCK;32
2024-09-04 12:13;TRUCK;37
2024-09-04 12:22;TRUCK;95
2024-09-04 12:26;MOTORCYCLE;122
2024-09-04 12:33;BUS;102
2024-09-04 12:41;CAR;61
2024-09-04 12:48;CAR;78
2024-09-04 12:53;MOTORCYCLE;106
2024-09-04 13:01;TRUCK;51
2024-09-04 13:03;TRUCK;50
2024-09-04 13:09;CAR;100
2024-09-04 13:13;BUS;125
2024-09-04 13:21;TRUCK;35
2024-09-04 13:21;BUS;129
2024-09-04 13:30;CAR;39
2024-09-04 13:31;BUS;75
2024-09-04 13:33;MOTORCYCLE;43
2024-09-04 13:39;TRUCK;49
2024-09-04 13:41;TRUCK;41
2024-09-04 13:49;TRUCK;117
2024-09-04 13:54;BUS;129
2024-09-04 14:00;TRUCK;32
2024-09-04 14:05;MOTORCYCLE;86
2024-09-04 14:09;TRUCK;96
2024-09-04 14:12;CAR;97
2024-09-04 14:21;BUS;51
2024-09-04 14:31;BUS;91
2024-09-04 14:40;MOTORCYCLE;40
2024-09-04 14:48;MOTORCYCLE;74
2024-09-04 14:54;BUS;54
2024-09-04 15:00;MOTORCYCLE;41
2024-09-04 15:02;CAR;103
2024-09-04 15:11;BUS;42
2024-09-04 15:14;CAR;71
2024-09-04 15:19;CAR;61
2024-09-04 15:24;MOTORCYCLE;108
2024-09-04 15:24;MOTORCYCLE;45
2024-09-04 15:30;CAR;61
2024-09-04 15:33;BUS;112
2024-09-04 15:40;TRUCK;69
2024-09-04 15:45;CAR;55
2024-09-04 15:50;TRUCK;49
2024-09-04 15:57;BUS;110
2024-09-04 16:06;CAR;65
2024-09-04 16:11;MOTORCYCLE;42
2024-09-04 16:16;TRUCK;32
2024-09-04 16:23;CAR;121
2024-09-04 16:26;BUS;73
2024-09-04 16:31;TRUCK;37
2024-09-04 16:31;MOTORCYCLE;114
2024-09-04 16:39;MOTORCYCLE;55
2024-09-04 16:42;CAR;102
2024-09-04 16:47;MOTORCYCLE;46
2024-09-04 16:51;TRUCK;89
2024-09-04 16:53;MOTORCYCLE;87
2024-09-04 17:00;TRUCK;58
2024-09-04 17:09;BUS;31
2024-09-04 17:16;CAR;126
2024-09-04 17:23;CAR;127
2024-09-04 17:26;TRUCK;118
2024-09-04 17:34;MOTORCYCLE;102
2024-09-04 17:39;TRUCK;35
2024-09-04 17:48;MOTORCYCLE;50
2024-09-04 17:53;CAR;54
2024-09-04 17:59;CAR;41
2024-09-04 18:08;TRUCK;49
2024-09-04 18:14;TRUCK;74
2024-09-04 18:22;MOTORCYCLE;91
2024-09-04 18:29;CAR;109
2024-09-04 18:31;TRUCK;116
2024-09-04 18:40;MOTORCYCLE;52
2024-09-04 18:48;BUS;125
2024-09-04 18:56;MOTORCYCLE;95
2024-09-04 18:58;TRUCK;79
2024-09-04 18:59;CAR;35
2024-09-04 19:07;CAR;122
2024-09-04 19:15;MOTORCYCLE;113
2024-09-04 19:20;MOTORCYCLE;64
2024-09-04 19:29;BUS;37
2024-09-04 19:33;TRUCK;82
2024-09-04 19:37;CAR;32
2024-09-04 19:46;MOTORCYCLE;41
2024-09-04 19:56;TRUCK;88
2024-09-04 20:04;MOTORCYCLE;39
2024-09-04 20:09;TRUCK;98
2024-09-04 20:19;TRUCK;83
2024-09-04 20:22;BUS;98
2024-09-04 20:30;MOTORCYCLE;32
2024-09-04 20:34;CAR;127
2024-09-04 20:37;MOTORCYCLE;109
2024-09-04 20:38;TRUCK;34
2024-09-04 20:40;BUS;76
2024-09-04 20:49;MOTORCYCLE;119
2024-09-04 20:56;BUS;118
2024-09-04 21:04;MOTORCYCLE;78
2024-09-04 21:12;TRUCK;114
2024-09-04 21:22;CAR;37
2024-09-04 21:25;BUS;88
2024-09-04 21:33;CAR;41
2024-09-04 21:38;BUS;62
2024-09-04 21:43;MOTORCYCLE;129
2024-09-04 21:48;CAR;116
2024-09-04 21:49;TRUCK;34
2024-09-04 21:54;BUS;108
2024-09-04 21:58;CAR;41
2024-09-04 22:06;MOTORCYCLE;128
2024-09-04 22:13;TRUCK;96
2024-09-04 22:17;MOTORCYCLE;63
2024-09-04 22:21;MOTORCYCLE;125
2024-09-04 22:30;MOTORCYCLE;84
2024-09-04 22:40;TRUCK;77
2024-09-04 22:49;CAR;79
2024-09-04 22:57;MOTORCYCLE;122
2024-09-04 23:00;MOTORCYCLE;75
2024-09-04 23:06;TRUCK;69
2024-09-04 23:12;BUS;61
2024-09-04 23:21;CAR;93
2024-09-04 23:25;CAR;105
2024-09-04 23:28;TRUCK;96
2024-09-04 23:37;TRUCK;129
2024-09-04 23:38;CAR;94
2024-09-04 23:45;MOTORCYCLE;58
2024-09-04 23:47;CAR;75
2024-09-04 23:56;CAR;39
2024-09-05 00:05;BUS;68
2024-09-05 00:13;TRUCK;105
2024-09-05 00:22;MOTORCYCLE;111
2024-09-05 00:28;TRUCK;82
2024-09-05 00:31;MOTORCYCLE;78
2024-09-05 00:40;CAR;36
2024-09-05 00:47;TRUCK;68
2024-09-05 00:48;BUS;41
2024-09-05 00:48;MOTORCYCLE;72
2024-09-05 00:50;MOTORCYCLE;107
2024-09-05 00:58;MOTORCYCLE;115
2024-09-05 01:05;BUS;92
2024-09-05 01:13;BUS;126
2024-09-05 01:17;MOTORCYCLE;77
2024-09-05 01:26;MOTORCYCLE;58
2024-09-05 01:31;BUS;105
2024-09-05 01:33;BUS;77
2024-09-05 01:33;CAR;94
2024-09-05 01:37;MOTORCYCLE;73
2024-09-05 01:45;TRUCK;40
2024-09-05 01:54;CAR;40
2024-09-05 02:02;TRUCK;96
2024-09-05 02:11;MOTORCYCLE;66
2024-09-05 02:17;CAR;60
2024-09-05 02:18;CAR;97
2024-09-05 02:24;BUS;108
2024-09-05 02:32;TRUCK;105
2024-09-05 02:41;MOTORCYCLE;111
2024-09-05 02:45;BUS;36
2024-09-05 02:47;BUS;111
2024-09-05 02:55;CAR;71
2024-09-05 03:02;BUS;97
2024-09-05 03:05;BUS;89
2024-09-05 03:13;TRUCK;125
2024-09-05 03:21;CAR;104
2024-09-05 03:23;TRUCK;50
2024-09-05 03:25;BUS;91
2024-09-05 03:31;CAR;80
2024-09-05 03:39;MOTORCYCLE;56
2024-09-05 03:46;BUS;76
2024-09-05 03:49;BUS;69
2024-09-05 03:56;CAR;116
2024-09-05 04:03;TRUCK;40
2024-09-05 04:07;TRUCK;38
2024-09-05 04:12;MOTORCYCLE;96
2024-09-05 04:12;TRUCK;87
2024-09-05 04:17;CAR;106
2024-09-05 04:23;CAR;42
2024-09-05 04:27;TRUCK;110
2024-09-05 04:30;CAR;84
2024-09-05 04:38;MOTORCYCLE;127
2024-09-05 04:42;TRUCK;65
2024-09-05 04:51;CAR;50
2024-09-05 04:59;MOTORCYCLE;34
2024-09-05 05:09;MOTORCYCLE;83
2024-09-05 05:15;CAR;53
2024-09-05 05:24;CAR;125
2024-09-05 05:26;BUS;63
2024-09-05 05:31;TRUCK;74
2024-09-05 05:36;CAR;127
2024-09-05 05:39;MOTORCYCLE;86
2024-09-05 05:45;CAR;114
2024-09-05 05:53;CAR;67
2024-09-05 05:54;MOTORCYCLE;30
2024-09-05 05:54;TRUCK;121
2024-09-05 06:04;MOTORCYCLE;60
2024-09-05 06:05;MOTORCYCLE;117
2024-09-05 06:09;CAR;106
2024-09-05 06:19;BUS;42
2024-09-05 06:25;TRUCK;35
2024-09-05 06:28;BUS;48
2024-09-05 06:31;CAR;61
2024-09-05 06:33;MOTORCYCLE;125
2024-09-05 06:38;BUS;30
2024-09-05 06:41;TRUCK;40
2024-09-05 06:49;TRUCK;94
2024-09-05 06:56;CAR;122
2024-09-05 07:04;MOTORCYCLE;120
2024-09-05 07:07;TRUCK;32
2024-09-05 07:11;BUS;118
2024-09-05 07:15;MOTORCYCLE;44
2024-09-05 07:15;CAR;82
2024-09-05 07:22;MOTORCYCLE;107
2024-09-05 07:31;BUS;50
2024-09-05 07:33;TRUCK;51
2024-09-05 07:39;CAR;81
2024-09-05 07:41;CAR;58
2024-09-05 07:47;TRUCK;44
2024-09-05 07:57;BUS;104
2024-09-05 08:07;CAR;68
2024-09-05 08:14;CAR;89
2024-09-05 08:15;TRUCK;50
2024-09-05 08:17;TRUCK;52
2024-09-05 08:18;BUS;103
2024-09-05 08:24;TRUCK;105
2024-09-05 08:31;BUS;71
2024-09-05 08:37;BUS;58
2024-09-05 08:40;MOTORCYCLE;102
2024-09-05 08:49;TRUCK;67
2024-09-05 08:59;MOTORCYCLE;43
2024-09-05 09:05;TRUCK;58
2024-09-05 09:08;CAR;116
2024-09-05 09:13;MOTORCYCLE;32
2024-09-05 09:15;MOTORCYCLE;99
2024-09-05 09:25;MOTORCYCLE;64
2024-09-05 09:34;TRUCK;80
2024-09-05 09:42;TRUCK;90
2024-09-05 09:51;TRUCK;126
2024-09-05 10:00;CAR;36
2024-09-05 10:05;CAR;34
2024-09-05 10:09;CAR;127
2024-09-05 10:11;MOTORCYCLE;36
2024-09-05 10:16;BUS;41
2024-09-05 10:22;BUS;121
2024-09-05 10:29;MOTORCYCLE;87
2024-09-05 10:36;BUS;45
2024-09-05 10:43;CAR;128
2024-09-05 10:45;BUS;93
2024-09-05 10:49;MOTORCYCLE;62
2024-09-05 10:53;TRUCK;112
2024-09-05 10:55;MOTORCYCLE;93
2024-09-05 10:55;MOTORCYCLE;46
2024-09-05 10:59;CAR;110
2024-09-05 11:00;MOTORCYCLE;44
2024-09-05 11:06;MOTORCYCLE;62
2024-09-05 11:10;CAR;104
2024-09-05 11:15;MOTORCYCLE;45
2024-09-05 11:25;BUS;80
2024-09-05 11:33;BUS;85
2024-09-05 11:37;BUS;100
2024-09-05 11:44;TRUCK;121
2024-09-05 11:52;BUS;50
2024-09-05 11:56;MOTORCYCLE;65
2024-09-05 12:01;MOTORCYCLE;103
2024-09-05 12:07;BUS;109
2024-09-05 12:15;TRUCK;56
2024-09-05 12:15;BUS;67
2024-09-05 12:23;CAR;78
2024-09-05 12:31;BUS;118
2024-09-05 12:34;TRUCK;103
2024-09-05 12:39;MOTORCYCLE;78
2024-09-05 12:49;MOTORCYCLE;94
2024-09-05 12:53;CAR;87
2024-09-05 12:59;TRUCK;78
2024-09-05 13:01;MOTORCYCLE;104
2024-09-05 13:07;TRUCK;88
2024-09-05 13:16;TRUCK;81
2024-09-05 13:24;CAR;41
2024-09-05 13:34;TRUCK;43
2024-09-05 13:41;TRUCK;112
2024-09-05 13:46;CAR;101
2024-09-05 13:50;CAR;56
2024-09-05 13:56;CAR;51
2024-09-05 14:04;BUS;110
2024-09-05 14:10;BUS;102
2024-09-05 14:10;CAR;122
2024-09-05 14:14;TRUCK;65
2024-09-05 14:18;MOTORCYCLE;98
2024-09-05 14:27;BUS;103
2024-09-05 14:34;MOTORCYCLE;104
2024-09-05 14:38;MOTORCYCLE;71
2024-09-05 14:39;CAR;47
2024-09-05 14:48;MOTORCYCLE;53
2024-09-05 14:55;CAR;48
2024-09-05 14:59;BUS;71
2024-09-05 15:04;TRUCK;129
2024-09-05 15:08;CAR;79
2024-09-05 15:17;TRUCK;43
2024-09-05 15:23;BUS;87
2024-09-05 15:29;TRUCK;30
2024-09-05 15:39;TRUCK;58
2024-09-05 15:43;TRUCK;124
2024-09-05 15:51;TRUCK;52
2024-09-05 15:57;TRUCK;80
2024-09-05 16:01;CAR;51
2024-09-05 16:06;CAR;45
2024-09-05 16:15;BUS;90
2024-09-05 16:17;MOTORCYCLE;81
2024-09-05 16:20;CAR;109
2024-09-05 16:21;CAR;62
2024-09-05 16:28;TRUCK;100
2024-09-05 16:31;BUS;74
2024-09-05 16:40;MOTORCYCLE;86
2024-09-05 16:46;CAR;126
2024-09-05 16:52;BUS;83
2024-09-05 16:55;CAR;35
2024-09-05 17:05;MOTORCYCLE;88
2024-09-05 17:06;CAR;32
2024-09-05 17:11;TRUCK;103
2024-09-05 17:18;BUS;47
2024-09-05 17:24;BUS;119
2024-09-05 17:29;TRUCK;113
2024-09-05 17:35;BUS;54
2024-09-05 17:37;BUS;94
2024-09-05 17:38;BUS;121
2024-09-05 17:41;MOTORCYCLE;109
2024-09-05 17:46;CAR;120
2024-09-05 17:47;BUS;104
2024-09-05 17:53;BUS;119
2024-09-05 17:57;BUS;109
2024-09-05 18:01;TRUCK;113
2024-09-05 18:06;BUS;41
2024-09-05 18:08;CAR;106
2024-09-05 18:09;BUS;107
2024-09-05 18:13;BUS;49
2024-09-05 18:22;TRUCK;68
2024-09-05 18:31;BUS;41
2024-09-05 18:39;TRUCK;68
2024-09-05 18:47;TRUCK;100
2024-09-05 18:49;MOTORCYCLE;74
2024-09-05 18:57;MOTORCYCLE;101
2024-09-05 18:58;MOTORCYCLE;91
2024-09-05 19:03;TRUCK;30
2024-09-05 19:06;CAR;72
2024-09-05 19:11;MOTORCYCLE;125
2024-09-05 19:20;MOTORCYCLE;95
2024-09-05 19:26;TRUCK;79
2024-09-05 19:35;BUS;49
2024-09-05 19:38;MOTORCYCLE;37
2024-09-05 19:46;TRUCK;31
2024-09-05 19:47;TRUCK;106
2024-09-05 19:54;CAR;77
2024-09-05 20:01;BUS;49
2024-09-05 20:11;CAR;90
2024-09-05 20:13;CAR;126
2024-09-05 20:22;CAR;113
2024-09-05 20:29;MOTORCYCLE;62
2024-09-05 20:35;CAR;82
2024-09-05 20:36;CAR;46
2024-09-05 20:46;TRUCK;90
2024-09-05 20:50;TRUCK;58
2024-09-05 20:50;BUS;112
2024-09-05 20:54;TRUCK;99
2024-09-05 21:00;CAR;73
2024-09-05 21:03;MOTORCYCLE;125
2024-09-05 21:06;BUS;95
2024-09-05 21:07;TRUCK;75
2024-09-05 21:17;BUS;114
2024-09-05 21:19;BUS;54
2024-09-05 21:22;BUS;90
2024-09-05 21:29;MOTORCYCLE;53
2024-09-05 21:31;CAR;116
2024-09-05 21:32;BUS;113
2024-09-05 21:38;CAR;77
2024-09-05 21:41;CAR;115
2024-09-05 21:43;MOTORCYCLE;129
2024-09-05 21:51;TRUCK;38
2024-09-05 22:00;TRUCK;101
2024-09-05 22:09;TRUCK;84
2024-09-05 22:16;CAR;74
2024-09-05 22:25;MOTORCYCLE;116
2024-09-05 22:30;TRUCK;34
2024-09-05 22:38;MOTORCYCLE;101
2024-09-05 22:47;CAR;97
2024-09-05 22:50;BUS;48
2024-09-05 22:54;TRUCK;78
2024-09-05 22:56;BUS;68
2024-09-05 23:04;BUS;102
2024-09-05 23:06;MOTORCYCLE;52
2024-09-05 23:14;TRUCK;99
2024-09-05 23:19;MOTORCYCLE;125
2024-09-05 23:28;MOTORCYCLE;98
2024-09-05 23:29;BUS;72
2024-09-05 23:30;MOTORCYCLE;47
2024-09-05 23:30;MOTORCYCLE;62
2024-09-05 23:40;MOTORCYCLE;69
2024-09-05 23:47;MOTORCYCLE;31
2024-09-05 23:54;TRUCK;104
2024-09-05 23:55;TRUCK;56
2024-09-05 23:59;MOTORCYCLE;100
2024-09-06 00:07;MOTORCYCLE;126
2024-09-06 00:14;BUS;129
2024-09-06 00:15;BUS;106
2024-09-06 00:19;CAR;62
2024-09-06 00:26;TRUCK;82
2024-09-06 00:29;TRUCK;36
2024-09-06 00:37;TRUCK;114
2024-09-06 00:40;BUS;46
2024-09-06 00:46;MOTORCYCLE;42
2024-09-06 00:55;CAR;110
2024-09-06 01:03;CAR;69
2024-09-06 01:10;CAR;43
2024-09-06 01:16;CAR;82
2024-09-06 01:17;BUS;113
2024-09-06 01:20;TRUCK;80
2024-09-06 01:25;BUS;127
2024-09-06 01:30;TRUCK;82
2024-09-06 01:34;BUS;77
2024-09-06 01:42;CAR;34
2024-09-06 01:47;CAR;90
2024-09-06 01:52;BUS;115
2024-09-06 01:54;MOTORCYCLE;58
2024-09-06 01:56;CAR;43
2024-09-06 01:58;MOTORCYCLE;93
2024-09-06 02:05;TRUCK;93
2024-09-06 02:06;MOTORCYCLE;125
2024-09-06 02:09;CAR;55
2024-09-06 02:14;BUS;98
2024-09-06 02:22;BUS;76
2024-09-06 02:28;TRUCK;116
2024-09-06 02:29;TRUCK;84
2024-09-06 02:32;CAR;93
2024-09-06 02:39;MOTORCYCLE;71
2024-09-06 02:43;CAR;71
2024-09-06 02:50;MOTORCYCLE;126
2024-09-06 02:54;MOTORCYCLE;113
2024-09-06 03:02;BUS;125
2024-09-06 03:03;MOTORCYCLE;58
2024-09-06 03:11;TRUCK;68
2024-09-06 03:13;TRUCK;128
2024-09-06 03:22;TRUCK;128
2024-09-06 03:24;MOTORCYCLE;63
2024-09-06 03:31;CAR;51
2024-09-06 03:38;MOTORCYCLE;48
2024-09-06 03:46;CAR;81
2024-09-06 03:50;CAR;101
2024-09-06 03:50;TRUCK;104
2024-09-06 04:00;TRUCK;108
2024-09-06 04:00;CAR;104
2024-09-06 04:03;BUS;74
2024-09-06 04:04;CAR;88
2024-09-06 04:11;BUS;80
2024-09-06 04:19;TRUCK;81
2024-09-06 04:22;TRUCK;94
2024-09-06 04:30;TRUCK;70
2024-09-06 04:39;BUS;36
2024-09-06 04:45;MOTORCYCLE;72
2024-09-06 04:46;MOTORCYCLE;63
2024-09-06 04:46;CAR;104
2024-09-06 04:47;MOTORCYCLE;83
2024-09-06 04:50;BUS;86
2024-09-06 04:53;CAR;74
2024-09-06 05:00;TRUCK;61
2024-09-06 05:08;BUS;125
2024-09-06 05:12;CAR;105
2024-09-06 05:14;CAR;67
2024-09-06 05:19;TRUCK;68
2024-09-06 05:27;CAR;94
2024-09-06 05:31;BUS;75
2024-09-06 05:40;BUS;46
2024-09-06 05:48;MOTORCYCLE;76
2024-09-06 05:54;TRUCK;73
2024-09-06 05:56;MOTORCYCLE;56
2024-09-06 05:58;CAR;118
2024-09-06 05:59;CAR;103
2024-09-06 06:02;TRUCK;82
2024-09-06 06:10;MOTORCYCLE;128
2024-09-06 06:16;CAR;107
2024-09-06 06:17;MOTORCYCLE;109
2024-09-06 06:20;CAR;94
2024-09-06 06:29;BUS;85
2024-09-06 06:33;MOTORCYCLE;102
2024-09-06 06:40;BUS;96
2024-09-06 06:47;CAR;63
2024-09-06 06:56;CAR;65
2024-09-06 06:57;TRUCK;99
2024-09-06 07:07;MOTORCYCLE;36
2024-09-06 07:08;BUS;90
2024-09-06 07:16;TRUCK;93
2024-09-06 07:19;TRUCK;106
2024-09-06 07:21;MOTORCYCLE;97
2024-09-06 07:27;BUS;72
2024-09-06 07:31;CAR;57
2024-09-06 07:32;MOTORCYCLE;114
2024-09-06 07:35;MOTORCYCLE;49
2024-09-06 07:39;TRUCK;124
2024-09-06 07:48;CAR;55
2024-09-06 07:49;CAR;51
2024-09-06 07:58;MOTORCYCLE;71
2024-09-06 08:02;CAR;42
2024-09-06 08:04;MOTORCYCLE;30
2024-09-06 08:13;TRUCK;65
2024-09-06 08:19;TRUCK;123
2024-09-06 08:23;MOTORCYCLE;84
2024-09-06 08:27;TRUCK;116
2024-09-06 08:29;MOTORCYCLE;47
2024-09-06 08:31;BUS;42
2024-09-06 08:37;MOTORCYCLE;82
2024-09-06 08:47;CAR;41
2024-09-06 08:48;TRUCK;67
2024-09-06 08:56;CAR;118
2024-09-06 08:58;TRUCK;44
2024-09-06 09:03;BUS;59
2024-09-06 09:10;CAR;37
2024-09-06 09:19;CAR;96
2024-09-06 09:29;BUS;87
2024-09-06 09:33;MOTORCYCLE;122
2024-09-06 09:35;TRUCK;34
2024-09-06 09:41;BUS;72
2024-09-06 09:46;CAR;80
2024-09-06 09:54;MOTORCYCLE;43
2024-09-06 10:04;CAR;101
2024-09-06 10:08;CAR;63
2024-09-06 10:16;MOTORCYCLE;104
2024-09-06 10:24;TRUCK;63
2024-09-06 10:31;BUS;102
2024-09-06 10:32;CAR;33
2024-09-06 10:34;BUS;32
2024-09-06 10:41;MOTORCYCLE;121
2024-09-06 10:43;MOTORCYCLE;95
2024-09-06 10:45;BUS;81
2024-09-06 10:54;BUS;55
2024-09-06 10:59;CAR;100
2024-09-06 11:06;BUS;85
2024-09-06 11:11;BUS;79
2024-09-06 11:18;BUS;103
2024-09-06 11:21;CAR;52
2024-09-06 11:26;CAR;122
2024-09-06 11:31;CAR;126
2024-09-06 11:35;CAR;109
2024-09-06 11:39;BUS;117
2024-09-06 11:42;TRUCK;111
2024-09-06 11:52;TRUCK;62
2024-09-06 12:00;CAR;33
2024-09-06 12:02;MOTORCYCLE;106
2024-09-06 12:09;MOTORCYCLE;57
2024-09-06 12:17;MOTORCYCLE;96
2024-09-06 12:23;CAR;99
2024-09-06 12:25;BUS;52
2024-09-06 12:30;TRUCK;94
2024-09-06 12:38;MOTORCYCLE;104
2024-09-06 12:43;TRUCK;79
2024-09-06 12:52;TRUCK;123
2024-09-06 13:00;MOTORCYCLE;68
2024-09-06 13:08;MOTORCYCLE;88
2024-09-06 13:14;BUS;102
2024-09-06 13:18;BUS;36
2024-09-06 13:21;TRUCK;59
2024-09-06 13:30;CAR;56
2024-09-06 13:38;CAR;104
2024-09-06 13:42;BUS;58
2024-09-06 13:48;MOTORCYCLE;34
2024-09-06 13:50;MOTORCYCLE;105
2024-09-06 13:54;MOTORCYCLE;84
2024-09-06 14:01;TRUCK;31
2024-09-06 14:07;MOTORCYCLE;31
2024-09-06 14:15;CAR;37
2024-09-06 14:20;TRUCK;115
2024-09-06 14:25;MOTORCYCLE;65
